EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,MeanHrsWorked,MaxHrsWorked,SumHrsWorked,StdHrsWorked,SickDays,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
612,46,No,Travel_Rarely,Research & Development,4.970968,4,Other,1,Male,3,Manager,Married,1976.17410774,5.0,Y,21,8,0,25.0,2,4,0,3,6.938592146363056,8.073055555555555,1727.7094444444444,1.5954556160416669,12,4.0,2.0,3.0,3,4
613,35,No,Travel_Rarely,Sales,2.485484,4,Marketing,1,Male,1,Laboratory Technician,Married,20947.21332417,3.0,Y,20,8,1,15.0,3,7,1,7,8.054708835341112,9.349722222222223,2005.6225,1.9199395287416667,13,3.0,1.0,3.0,2,4
614,24,Yes,Travel_Rarely,Human Resources,17.398388,4,Human Resources,1,Male,3,Manufacturing Director,Married,3350.9039218199996,1.0,Y,19,8,1,1.0,5,1,0,0,5.982658411423333,7.523888888888889,1489.6819444444445,1.8866775295347225,22,4.0,2.0,1.0,3,3
615,33,No,Travel_Frequently,Research & Development,5.592339,2,Medical,1,Female,1,Sales Executive,Married,2434.8044088899996,1.0,Y,14,8,2,10.0,5,10,0,1,5.461962293618889,6.748611111111111,1360.028611111111,1.7677646534044444,23,2.0,3.0,2.0,2,3
616,36,No,Travel_Rarely,Research & Development,5.592339,2,Medical,1,Male,2,Sales Executive,Divorced,13857.60163095,1.0,Y,11,8,3,7.0,6,7,1,7,6.054724453368889,7.71,1507.6263888888889,1.8159236561197223,20,3.0,3.0,3.0,4,3
617,30,No,Travel_Rarely,Sales,18.019759,3,Marketing,1,Male,1,Sales Executive,Divorced,2956.1335360199996,1.0,Y,14,8,1,10.0,2,10,8,9,5.840016733600834,6.753611111111111,1454.1641666666667,1.0379432851661112,7,3.0,3.0,2.0,3,3
618,44,No,Travel_Rarely,Research & Development,1.8641130000000001,4,Medical,1,Male,2,Research Scientist,Single,2977.03314468,1.0,Y,12,8,3,20.0,3,20,13,17,7.225026773761667,8.475277777777778,1799.0316666666668,1.6583875814094446,12,4.0,4.0,3.0,1,3
619,20,No,Travel_Rarely,Research & Development,11.184678,4,Medical,1,Male,1,Human Resources,Single,9767.08378044,1.0,Y,13,8,0,2.0,2,2,2,2,6.003563141454444,7.095833333333333,1494.8872222222221,1.3281806717633333,11,3.0,4.0,3.0,2,3
620,46,No,Travel_Rarely,Sales,5.592339,1,Medical,1,Female,1,Sales Executive,Divorced,16392.25972566,2.0,Y,22,8,0,12.0,3,6,1,4,5.741458054439723,7.009444444444444,1429.6230555555555,1.6761654857333335,19,4.0,4.0,2.0,3,4
621,42,No,Non-Travel,Research & Development,3.106855,4,Medical,1,Male,5,Sales Executive,Married,19791.92940102,7.0,Y,11,8,0,10.0,3,4,0,3,7.230715082552223,8.257777777777779,1800.4480555555556,1.4349417970322222,9,4.0,1.0,4.0,2,3
622,60,No,Travel_Rarely,Sales,1.242742,2,Life Sciences,1,Male,2,Sales Executive,Divorced,2977.03314468,0.0,Y,14,8,1,12.0,3,11,1,9,8.271538375725001,9.357777777777779,2059.6130555555555,1.7189831133219444,10,2.0,4.0,3.0,3,3
623,32,No,Travel_Frequently,Sales,6.21371,3,Life Sciences,1,Female,1,Sales Executive,Married,11919.743472420001,1.0,Y,11,8,0,2.0,3,2,2,2,6.857246764836945,8.305833333333334,1707.4544444444443,1.7014769705141668,14,3.0,2.0,3.0,3,3
624,32,No,Travel_Frequently,Research & Development,5.592339,3,Life Sciences,1,Female,2,Research Scientist,Single,5886.7231059,4.0,Y,12,8,1,10.0,6,8,0,7,7.8872735385986115,9.182777777777778,1963.931111111111,2.0208639260316668,15,4.0,3.0,3.0,3,3
625,36,No,Travel_Rarely,Sales,1.8641130000000001,2,Marketing,1,Male,4,Healthcare Representative,Divorced,20738.21723757,2.0,Y,18,8,0,17.0,2,7,7,7,7.681286256135556,8.857777777777779,1912.6402777777778,1.6811230568966669,11,3.0,1.0,3.0,2,3
626,33,No,Travel_Rarely,Sales,16.155646,2,Marketing,1,Male,1,Research Scientist,Married,4911.4080351,0.0,Y,12,8,0,15.0,0,14,4,10,5.690745203034168,6.999444444444444,1416.9955555555555,1.4697306512016666,15,1.0,4.0,3.0,3,3
627,40,No,Travel_Rarely,Research & Development,0.621371,3,Medical,1,Female,2,Research Scientist,Divorced,4388.9178186,7.0,Y,12,8,0,7.0,2,5,1,3,6.734752342703889,8.080833333333333,1676.9533333333334,1.962557114745,19,2.0,2.0,4.0,1,3
628,25,No,Travel_Rarely,Research & Development,3.7282260000000003,2,Medical,1,Female,1,Laboratory Technician,Single,3213.8953761599996,0.0,Y,22,8,1,5.0,0,4,1,1,7.853409192324723,8.912777777777778,1955.4988888888888,1.1673677840044445,5,3.0,4.0,3.0,3,4
629,30,No,Travel_Rarely,Sales,5.592339,3,Marketing,1,Female,1,Research Scientist,Married,10532.24167527,0.0,Y,19,8,1,12.0,2,11,5,7,8.777667336010555,10.024444444444445,2185.639166666667,1.9148896599825003,11,4.0,2.0,3.0,2,3
630,42,No,Travel_Frequently,Human Resources,4.970968,2,Medical,1,Male,1,Sales Executive,Married,12363.27961176,3.0,Y,13,8,1,20.0,1,1,0,0,9.37573850959389,10.285833333333333,2334.5588888888888,1.2371447019788888,4,1.0,1.0,3.0,3,3
631,35,No,Non-Travel,Research & Development,0.621371,1,Life Sciences,1,Male,2,Sales Executive,Married,15802.4263257,4.0,Y,22,8,2,16.0,4,13,4,12,9.610699464524723,10.806666666666667,2393.0641666666666,1.4115274870602779,5,3.0,4.0,2.0,2,4
632,27,No,Travel_Rarely,Research & Development,4.349597,3,Life Sciences,1,Male,3,Manufacturing Director,Married,3956.99257296,1.0,Y,24,8,0,9.0,2,9,6,8,8.586578536367501,9.848333333333333,2138.0580555555557,2.2735677737036113,16,1.0,1.0,2.0,3,4
633,54,No,Travel_Frequently,Research & Development,5.592339,2,Medical,1,Male,2,Sales Representative,Divorced,3463.52959071,7.0,Y,14,8,1,33.0,2,5,1,4,6.0646541722444445,7.091388888888889,1510.098888888889,1.2825400638380557,10,4.0,3.0,1.0,2,3
634,44,No,Travel_Rarely,Human Resources,2.485484,4,Life Sciences,1,Male,5,Laboratory Technician,Married,8861.43407184,1.0,Y,21,8,0,10.0,3,10,7,7,5.644010486390001,6.778333333333333,1405.358611111111,1.4598067901172223,15,1.0,4.0,3.0,3,4
635,19,Yes,Non-Travel,Sales,1.242742,2,Other,1,Male,3,Healthcare Representative,Single,11406.54197088,1.0,Y,18,8,0,1.0,2,1,0,0,7.95091142347139,9.577777777777778,1979.7769444444446,1.8940516588269447,13,1.0,2.0,4.0,3,3
636,29,No,Travel_Rarely,Research & Development,11.806049,4,Life Sciences,1,Male,1,Manufacturing Director,Divorced,11552.8392315,1.0,Y,20,8,0,3.0,3,3,1,2,6.813521865238611,8.259166666666667,1696.5669444444445,1.981564317378889,19,1.0,4.0,3.0,3,4
637,54,No,Travel_Rarely,Research & Development,5.592339,4,Life Sciences,1,Male,2,Sales Executive,Married,2430.16005141,3.0,Y,19,8,0,36.0,2,10,0,9,7.517927264613889,8.535277777777779,1871.963888888889,1.1148699814919445,5,4.0,4.0,3.0,3,3
638,31,No,Travel_Rarely,Research & Development,13.048791,3,Life Sciences,1,Male,2,Laboratory Technician,Married,11587.671912599999,1.0,Y,12,8,0,6.0,1,6,0,1,8.28127063810778,9.512777777777778,2062.0363888888887,1.6328531780197224,9,3.0,1.0,2.0,3,3
639,31,No,Travel_Rarely,Sales,14.912904000000001,1,Marketing,1,Female,1,Sales Executive,Single,4521.28200678,1.0,Y,12,8,0,10.0,3,10,1,8,6.891761490405834,8.0125,1716.048611111111,1.6483068600530557,13,3.0,1.0,3.0,4,3
640,59,No,Travel_Rarely,Research & Development,1.8641130000000001,4,Technical Degree,1,Male,1,Research Scientist,Single,4703.57303787,5.0,Y,16,8,3,13.0,3,6,0,5,7.1040551093261115,8.278611111111113,1768.9097222222222,1.4056956365425002,9,3.0,4.0,3.0,3,3
641,43,No,Travel_Rarely,Research & Development,6.835081,2,Life Sciences,1,Male,3,Laboratory Technician,Married,19546.93954395,3.0,Y,17,8,1,25.0,3,8,0,7,6.301752565818612,7.3805555555555555,1569.1363888888889,1.3937505713858334,11,3.0,4.0,3.0,3,3
642,49,No,Travel_Rarely,Sales,8.699194,4,Life Sciences,1,Male,2,Research Scientist,Married,7233.5867751000005,2.0,Y,14,8,0,23.0,2,1,0,0,6.1634772423025,7.550833333333333,1534.7058333333334,1.8513975405752778,20,1.0,3.0,4.0,2,3
643,36,No,Travel_Frequently,Sales,3.106855,2,Marketing,1,Female,1,Laboratory Technician,Married,5476.85855829,1.0,Y,19,8,1,12.0,3,11,0,7,5.940058009816944,6.975833333333333,1479.0744444444445,0.9753384618808334,6,3.0,2.0,2.0,3,3
644,48,No,Travel_Rarely,Research & Development,0.621371,4,Life Sciences,1,Female,2,Laboratory Technician,Single,15369.339990689998,5.0,Y,13,8,1,7.0,2,1,0,0,5.914191209281389,6.779166666666667,1472.6336111111111,1.0489494819572223,7,4.0,2.0,2.0,4,3
645,27,No,Travel_Rarely,Research & Development,3.7282260000000003,4,Life Sciences,1,Male,2,Laboratory Technician,Divorced,4359.89058435,1.0,Y,19,8,0,5.0,2,5,0,3,7.406899821508056,8.8625,1844.3180555555555,2.0917666973541666,18,1.0,3.0,3.0,3,3
646,29,No,Travel_Rarely,Sales,10.563307,4,Medical,1,Male,1,Laboratory Technician,Divorced,7642.29023334,1.0,Y,19,8,1,6.0,3,6,1,0,8.654145470771946,9.718055555555555,2154.8822222222225,1.1470965049900002,4,3.0,4.0,3.0,3,3
647,48,No,Travel_Rarely,Sales,0.621371,1,Marketing,1,Male,2,Manufacturing Director,Single,8599.02787422,6.0,Y,14,8,2,25.0,2,1,0,0,5.981926595269722,7.279166666666667,1489.4997222222223,1.1274250612880556,8,4.0,4.0,4.0,3,3
649,34,No,Travel_Rarely,Sales,5.592339,4,Medical,1,Female,2,Laboratory Technician,Married,3182.54596317,0.0,Y,15,8,1,2.0,3,1,0,0,5.719967648371112,6.7508333333333335,1424.2719444444444,1.2657341173961112,11,3.0,3.0,2.0,3,3
650,44,No,Travel_Rarely,Research & Development,2.485484,3,Life Sciences,1,Female,1,Laboratory Technician,Married,4948.56289494,7.0,Y,18,8,0,26.0,2,22,3,10,6.571692324854723,7.76,1636.3513888888888,1.7467260897402779,16,2.0,2.0,3.0,3,3
651,33,No,Travel_Rarely,Research & Development,4.970968,2,Life Sciences,1,Female,2,Research Scientist,Divorced,18791.07036408,0.0,Y,13,8,1,10.0,2,9,0,8,10.36644466755889,11.934166666666666,2581.244722222222,2.647586358807222,15,4.0,3.0,3.0,4,3
652,19,No,Travel_Rarely,Sales,1.242742,4,Marketing,1,Male,3,Laboratory Technician,Single,13418.70984909,1.0,Y,22,8,0,1.0,0,1,0,1,10.090846720214167,11.768611111111111,2512.6208333333334,2.6637970960558333,16,2.0,4.0,3.0,3,4
653,23,No,Travel_Rarely,Sales,1.242742,3,Medical,1,Male,3,Laboratory Technician,Married,2180.52583686,1.0,Y,13,8,1,1.0,2,1,0,1,6.823829763498334,8.47888888888889,1699.1336111111111,2.1486073302119446,22,4.0,3.0,3.0,3,3
654,25,Yes,Travel_Frequently,Research & Development,0.621371,1,Life Sciences,1,Male,1,Manufacturing Director,Single,12693.02899284,1.0,Y,11,8,1,1.0,3,1,1,0,9.01993418116889,10.00388888888889,2245.9636111111113,1.3287440146825,5,3.0,4.0,3.0,3,3
655,26,No,Travel_Rarely,Human Resources,5.592339,3,Life Sciences,1,Male,2,Research Scientist,Single,7908.1796990699995,1.0,Y,11,8,1,8.0,4,8,2,2,8.548406961177779,9.532222222222222,2128.5533333333337,1.1350326190155555,4,3.0,4.0,2.0,3,3
656,45,Yes,Travel_Rarely,Human Resources,7.4564520000000005,3,Human Resources,1,Male,2,Laboratory Technician,Single,4999.65082722,2.0,Y,11,8,2,26.0,3,24,1,11,9.164568273092224,10.78138888888889,2281.9775000000004,2.581287674845278,18,1.0,2.0,3.0,3,3
657,55,No,Non-Travel,Research & Development,16.777017,3,Life Sciences,1,Female,2,Manager,Divorced,5641.73324883,1.0,Y,24,8,1,34.0,3,33,15,0,9.2750680499775,10.481388888888889,2309.491944444445,1.8278748518855557,9,4.0,2.0,3.0,4,4
658,21,Yes,Travel_Frequently,Research & Development,12.42742,2,Medical,1,Female,4,Research Scientist,Single,6196.733967689999,1.0,Y,14,8,1,2.0,2,2,2,2,7.3506749219097225,8.30027777777778,1830.3180555555555,1.3688090717969446,8,1.0,3.0,1.0,3,3
659,46,No,Travel_Rarely,Research & Development,0.621371,4,Life Sciences,1,Male,1,Manufacturing Director,Married,2716.9491258,2.0,Y,13,8,1,26.0,2,11,0,8,6.596233824185556,7.655833333333334,1642.4622222222222,1.447991022626389,11,4.0,2.0,3.0,1,3
660,34,No,Travel_Rarely,Sales,8.077823,4,Medical,1,Male,3,Sales Representative,Single,8697.72047067,0.0,Y,14,8,1,4.0,3,3,0,2,8.596386657741945,9.795833333333333,2140.500277777778,1.6905228710825,9,3.0,1.0,3.0,2,3
661,51,No,Travel_Frequently,Research & Development,8.699194,3,Life Sciences,1,Male,2,Research Director,Divorced,12222.787797989999,4.0,Y,14,8,0,31.0,3,29,11,10,10.853815261044167,11.800277777777778,2702.6,1.240625512982778,3,4.0,2.0,2.0,3,3
662,59,No,Travel_Rarely,Research & Development,2.485484,2,Life Sciences,1,Male,2,Research Scientist,Single,19268.278095150003,6.0,Y,21,8,1,25.0,2,9,5,4,6.195159526996667,7.451388888888889,1542.5947222222221,1.5996900193872223,15,4.0,4.0,2.0,3,4
663,34,No,Travel_Frequently,Sales,8.699194,4,Medical,1,Female,3,Research Scientist,Divorced,10257.06349458,4.0,Y,13,8,1,15.0,1,11,5,10,6.550091477019167,7.62,1630.9727777777778,1.3090378210677778,9,3.0,2.0,4.0,3,3
664,28,No,Travel_Frequently,Research & Development,1.242742,3,Other,1,Female,1,Manager,Single,6475.39541649,0.0,Y,19,8,0,5.0,3,4,0,2,9.582788933511669,11.221111111111112,2386.1144444444444,2.771584091502222,19,4.0,3.0,2.0,3,3
665,44,No,Travel_Rarely,Research & Development,1.8641130000000001,4,Life Sciences,1,Male,2,Research Scientist,Divorced,5465.24766459,1.0,Y,17,8,0,26.0,4,25,14,13,7.369180053547501,8.596111111111112,1834.9258333333332,1.8273055951172223,14,3.0,1.0,2.0,1,3
666,34,No,Travel_Frequently,Sales,0.621371,3,Life Sciences,1,Male,2,Sales Executive,Married,2786.614488,4.0,Y,18,8,1,14.0,3,10,1,8,7.0754830432841676,8.166111111111112,1761.7952777777778,1.7533871195530557,14,3.0,2.0,4.0,3,3
667,35,No,Travel_Rarely,Research & Development,5.592339,3,Life Sciences,1,Male,4,Healthcare Representative,Married,11406.54197088,0.0,Y,19,8,0,4.0,2,3,2,2,10.355796519410834,11.283333333333333,2578.5933333333332,1.1870184251444444,3,3.0,3.0,3.0,3,3
668,42,No,Travel_Rarely,Research & Development,14.291533,4,Life Sciences,1,Female,1,Manager,Married,7485.54316839,6.0,Y,13,8,0,18.0,3,1,0,0,8.853866577420556,10.153611111111111,2204.612777777778,2.2655677508175,15,2.0,2.0,3.0,3,3
669,43,No,Travel_Rarely,Research & Development,4.349597,2,Medical,1,Female,1,Laboratory Technician,Single,22643.56489374,3.0,Y,18,8,2,23.0,3,21,15,17,5.949687639446667,7.307222222222222,1481.4722222222222,1.6907763376288891,18,4.0,4.0,4.0,4,3
670,36,No,Travel_Rarely,Research & Development,1.242742,4,Medical,1,Male,1,Healthcare Representative,Single,3163.9685332500003,9.0,Y,21,8,1,18.0,4,16,5,12,10.523103525211944,11.462777777777777,2620.2527777777777,1.0010370918955556,2,3.0,2.0,3.0,2,4
671,44,Yes,Travel_Rarely,Research & Development,13.048791,4,Life Sciences,1,Female,2,Laboratory Technician,Married,7282.352528639999,1.0,Y,19,8,1,10.0,3,10,0,5,5.692788933511667,6.735,1417.5044444444445,1.316513559513889,12,1.0,4.0,3.0,3,3
672,28,No,Travel_Frequently,Research & Development,1.242742,3,Life Sciences,1,Female,2,Sales Representative,Married,2469.6370899900003,1.0,Y,14,8,0,2.0,3,2,2,2,9.046659973226111,10.641388888888889,2252.618333333334,2.4719411859169447,17,4.0,4.0,3.0,3,3
673,51,No,Travel_Frequently,Sales,13.048791,4,Medical,1,Male,2,Research Scientist,Single,21131.826534,0.0,Y,17,8,0,8.0,3,7,7,7,6.427013609995278,7.833888888888889,1600.326388888889,1.9251755790330556,20,2.0,3.0,2.0,3,3
674,30,No,Non-Travel,Research & Development,1.242742,4,Other,1,Male,1,Research Scientist,Single,2433.6433195199997,7.0,Y,11,8,3,10.0,2,8,1,7,9.322776662204168,10.233333333333333,2321.371388888889,1.3720201277022224,5,3.0,3.0,3.0,3,3
675,29,Yes,Travel_Rarely,Research & Development,18.019759,4,Technical Degree,1,Female,1,Sales Representative,Divorced,3350.9039218199996,3.0,Y,13,8,0,10.0,4,7,7,7,7.900343596608612,9.2675,1967.1855555555555,2.023631778366667,15,2.0,3.0,3.0,3,3
676,28,No,Travel_Rarely,Sales,0.621371,4,Life Sciences,1,Female,2,Sales Representative,Single,2360.49468921,2.0,Y,15,8,1,5.0,5,3,1,2,6.362743195002223,7.613888888888889,1584.3230555555556,1.6957853973616668,16,4.0,1.0,2.0,3,3
677,25,No,Travel_Rarely,Research & Development,11.184678,2,Life Sciences,1,Male,1,Research Scientist,Single,4205.46569814,1.0,Y,25,8,0,2.0,0,2,2,1,7.438247434181111,8.83388888888889,1852.1236111111111,2.0395200028172225,17,4.0,2.0,2.0,3,4
678,32,No,Travel_Rarely,Research & Development,6.21371,4,Other,1,Female,1,Sales Executive,Married,4914.891303209999,1.0,Y,11,8,0,10.0,5,10,0,8,6.203979250334444,7.763055555555556,1544.7908333333332,1.9571900626308336,22,3.0,4.0,4.0,3,3
679,45,No,Travel_Frequently,Research & Development,11.806049,3,Medical,1,Male,3,Laboratory Technician,Single,4273.96997097,3.0,Y,17,8,1,22.0,2,0,0,0,5.829957608210556,6.8197222222222225,1451.6594444444445,1.1084338584644444,8,,2.0,3.0,3,3
680,39,No,Travel_Rarely,Sales,18.019759,1,Marketing,1,Female,1,Laboratory Technician,Divorced,6339.5479602,6.0,Y,13,8,2,21.0,3,19,15,2,8.221657742079167,9.166666666666666,2047.1927777777778,1.2156287457547224,5,3.0,2.0,3.0,3,3
681,58,No,Travel_Rarely,Research & Development,16.777017,3,Other,1,Male,2,Laboratory Technician,Divorced,2539.30245219,1.0,Y,18,8,1,2.0,1,2,2,2,5.526487059348334,6.9463888888888885,1376.0952777777777,1.7040204368052778,21,1.0,3.0,3.0,1,3
682,32,Yes,Travel_Rarely,Research & Development,3.106855,3,Technical Degree,1,Female,1,Sales Executive,Married,11148.780130739999,1.0,Y,13,8,1,10.0,3,10,1,1,6.204471218206112,7.381944444444445,1544.9133333333334,1.3676017133880558,11,4.0,3.0,3.0,3,3
683,39,Yes,Travel_Rarely,Research & Development,11.184678,2,Life Sciences,1,Male,2,Laboratory Technician,Single,3292.84945332,0.0,Y,20,8,0,6.0,3,5,0,3,7.505383757251111,8.538055555555557,1868.8405555555555,1.3182198279386113,7,3.0,1.0,3.0,2,4
684,30,No,Travel_Rarely,Sales,5.592339,1,Marketing,1,Male,4,Research Director,Married,4747.69443393,0.0,Y,18,8,0,10.0,2,9,6,7,5.9263152610441665,7.258333333333334,1475.6525,1.3653759463672224,12,1.0,4.0,3.0,4,3
685,36,No,Travel_Rarely,Sales,0.621371,3,Marketing,1,Male,2,Sales Executive,Married,19305.43295499,3.0,Y,12,8,0,10.0,5,7,1,7,6.479837126282778,7.4302777777777775,1613.4794444444444,1.2894850222022223,9,4.0,3.0,3.0,2,3
686,46,No,Travel_Rarely,Sales,2.485484,3,Medical,1,Male,1,Research Scientist,Single,3040.89306003,6.0,Y,12,8,1,10.0,3,7,5,7,7.305779785809722,8.636666666666668,1819.1391666666666,1.7450670741686112,13,4.0,1.0,4.0,2,3
687,28,No,Non-Travel,Research & Development,0.621371,3,Medical,1,Male,5,Sales Executive,Married,6593.82653223,0.0,Y,13,8,0,10.0,2,9,7,5,7.627520080321111,8.935,1899.2525,1.7452667451969446,12,3.0,4.0,3.0,2,3
688,50,No,Travel_Rarely,Research & Development,12.42742,2,Medical,1,Female,5,Laboratory Technician,Married,17883.09847674,4.0,Y,21,8,0,25.0,3,3,1,2,9.736163543061112,11.277777777777779,2424.304722222222,2.5726474433444446,16,4.0,1.0,3.0,2,4
689,40,Yes,Travel_Rarely,Sales,4.970968,1,Other,1,Male,1,Laboratory Technician,Single,6949.11987945,2.0,Y,13,8,3,9.0,1,5,1,0,9.407688531905277,10.558055555555555,2342.5144444444445,1.9532306954911112,10,4.0,2.0,3.0,2,3
690,52,Yes,Travel_Rarely,Research & Development,1.8641130000000001,2,Technical Degree,1,Male,3,Laboratory Technician,Single,2994.44948523,9.0,Y,19,8,1,10.0,1,8,7,7,9.533859883980279,10.997777777777777,2373.931111111111,2.0757886949527777,11,2.0,2.0,2.0,3,3
691,30,No,Travel_Rarely,Research & Development,3.7282260000000003,4,Medical,1,Female,1,Sales Executive,Married,3530.8727741699995,1.0,Y,11,8,1,9.0,2,9,0,8,10.197545738509444,11.215277777777779,2539.188888888889,1.4959896990494446,5,2.0,1.0,3.0,2,3
692,39,No,Travel_Rarely,Research & Development,16.155646,1,Medical,1,Male,2,Healthcare Representative,Single,4002.2750583899997,0.0,Y,14,8,0,9.0,5,8,1,7,5.8853268630075,6.943888888888889,1465.4463888888888,0.8871609584672223,5,1.0,3.0,3.0,3,3
693,31,No,Non-Travel,Research & Development,0.621371,2,Medical,1,Male,1,Sales Executive,Divorced,22656.336876809997,1.0,Y,12,8,1,10.0,1,10,9,6,9.328151494868333,10.866111111111111,2322.7097222222224,2.7018176130283336,19,4.0,3.0,2.0,2,3
694,41,No,Non-Travel,Sales,3.7282260000000003,3,Life Sciences,1,Female,1,Research Director,Single,3219.70082301,1.0,Y,11,8,0,19.0,3,19,11,9,7.290853413654444,8.680833333333334,1815.4225,1.996660725563889,17,3.0,2.0,3.0,3,3
695,31,Yes,Travel_Frequently,Research & Development,1.8641130000000001,1,Life Sciences,1,Male,1,Sales Executive,Single,8248.37888448,1.0,Y,14,8,1,3.0,3,3,2,2,8.568365684961945,9.898888888888889,2133.523055555556,2.1141957762347223,14,4.0,2.0,4.0,3,3
696,44,Yes,Travel_Rarely,Sales,3.106855,3,Life Sciences,1,Male,1,Laboratory Technician,Married,7340.40699714,4.0,Y,11,8,1,10.0,2,3,1,2,5.503881079875,6.894166666666667,1370.4663888888888,1.6535729020575,20,1.0,1.0,4.0,3,3
697,42,No,Non-Travel,Research & Development,2.485484,3,Life Sciences,1,Male,2,Laboratory Technician,Married,2418.54915771,0.0,Y,12,8,2,21.0,3,20,2,10,9.293517402945001,10.499166666666667,2314.0858333333335,1.9297996745569446,10,3.0,3.0,2.0,2,3
698,55,No,Travel_Rarely,Sales,6.835081,3,Technical Degree,1,Male,2,Manufacturing Director,Married,9731.09000997,4.0,Y,15,8,1,23.0,3,19,9,11,6.0442135207494445,7.238888888888889,1505.0091666666667,1.8584826634369445,21,4.0,3.0,3.0,3,3
699,56,No,Travel_Rarely,Sales,1.8641130000000001,2,Medical,1,Female,3,Manufacturing Director,Single,3124.49149467,6.0,Y,16,8,1,36.0,6,7,7,7,7.458199464524722,8.815555555555557,1857.0916666666667,2.0431621365558335,17,4.0,2.0,3.0,3,3
700,40,No,Non-Travel,Research & Development,0.621371,1,Life Sciences,1,Male,1,Laboratory Technician,Divorced,4976.42903982,9.0,Y,15,8,0,6.0,6,4,0,0,7.042130745202778,8.084166666666667,1753.4905555555556,1.399023606941111,9,3.0,3.0,3.0,3,3
701,34,No,Travel_Rarely,Research & Development,1.8641130000000001,2,Technical Degree,1,Male,2,Research Director,Divorced,3087.33663483,0.0,Y,24,8,3,10.0,2,9,1,6,7.081338688085556,8.45638888888889,1763.2533333333333,1.4819915407544446,10,4.0,4.0,2.0,3,4
702,40,No,Travel_Rarely,Sales,2.485484,3,Medical,1,Male,2,Sales Executive,Single,10953.71711658,1.0,Y,13,8,1,9.0,3,9,8,8,5.858063364569167,6.765,1458.6577777777777,0.8940792962502778,5,3.0,4.0,3.0,2,3
